cif_id,target
mp-19940.cif,1.9344984512435677
mp-1995.cif,1.462397997898956
mp-20238.cif,1.8573324964312685
mp-20310.cif,1.146128035678238
mp-20401.cif,1.9395192526186185
mp-20601.cif,0.9030899869919435
mp-20618.cif,1.7853298350107671
mp-20674.cif,1.7403626894942439
mp-2078.cif,1.792391689498254
mp-20887.cif,1.7160033436347992
mp-20897.cif,1.6720978579357175
mp-21090.cif,1.7781512503836436
mp-2130.cif,1.6434526764861874
mp-21340.cif,1.8976270912904414
mp-21385.cif,1.662757831681574
mp-215.cif,1.462397997898956
mp-22266.cif,1.9590413923210936
mp-22289.cif,1.9242792860618816
mp-2254.cif,2.012837224705172
mp-22747.cif,1.0413926851582251
mp-22922.cif,0.8450980400142568
mp-22939.cif,1.255272505103306
mp-230.cif,1.7403626894942439
mp-23037.cif,0.9542425094393249
mp-2311.cif,2.146128035678238
mp-23219.cif,0.6020599913279624
mp-23313.cif,1.2041199826559248
mp-23846.cif,1.1139433523068367
mp-24093.cif,1.5185139398778875
mp-24095.cif,1.591064607026499
mp-24152.cif,1.6334684555795864
mp-2619.cif,1.7323937598229686
mp-2663.cif,1.9030899869919435
mp-2677.cif,1.7160033436347992
mp-2697.cif,1.5797835966168101
mp-27418.cif,1.2041199826559248
mp-2748.cif,1.6334684555795864
mp-27691.cif,0.7781512503836436
mp-2782.cif,1.6232492903979006
mp-28336.cif,1.0791812460476249
mp-28376.cif,1.0791812460476249
mp-2857.cif,2.1931245983544616
mp-29752.cif,1.7708520116421442
mp-30206.cif,0.6989700043360189
mp-3035.cif,1.8808135922807914
mp-30364.cif,1.146128035678238
mp-30403.cif,1.6127838567197355
mp-30494.cif,1.4313637641589874
mp-30497.cif,1.505149978319906
mp-30506.cif,1.462397997898956
mp-3053.cif,1.5185139398778875
mp-30815.cif,1.6901960800285136
mp-30819.cif,1.7323937598229686
mp-3097.cif,1.954242509439325
mp-3155.cif,2.0791812460476247
mp-3216.cif,2.0530784434834195
mp-333.cif,1.9138138523837167
mp-3359.cif,1.7160033436347992
mp-33708.cif,1.7993405494535817
mp-3433.cif,1.7481880270062005
mp-3470.cif,1.8260748027008264
mp-3536.cif,1.9822712330395684
mp-36508.cif,1.1139433523068367
mp-3689.cif,1.806179973983887
mp-37091.cif,1.146128035678238
mp-3710.cif,1.9294189257142926
mp-38725.cif,1.0
mp-3927.cif,1.414973347970818
mp-399.cif,1.4471580313422192
mp-4008.cif,1.568201724066995
mp-4180.cif,1.6812412373755872
mp-4192.cif,1.6532125137753437
mp-429.cif,1.7993405494535817
mp-4342.cif,1.6127838567197355
mp-4366.cif,1.380211241711606
mp-4481.cif,1.6901960800285136
mp-4636.cif,1.662757831681574
mp-4652.cif,1.6720978579357175
mp-4771.cif,1.792391689498254
mp-4992.cif,2.123851640967086
mp-505110.cif,1.6989700043360187
mp-505540.cif,1.8808135922807914
mp-5076.cif,1.9395192526186185
mp-510404.cif,1.568201724066995
mp-510430.cif,1.2304489213782739
mp-5112.cif,1.9294189257142926
mp-5122.cif,1.2041199826559248
mp-5396.cif,1.863322860120456
mp-5400.cif,1.6020599913279623
mp-542429.cif,1.4313637641589874
mp-542583.cif,1.3617278360175928
mp-546546.cif,1.5797835966168101
mp-546633.cif,0.9030899869919435
mp-5501.cif,1.380211241711606
mp-551918.cif,1.8512583487190752
mp-554352.cif,1.380211241711606
mp-554601.cif,1.4771212547196624
mp-554769.cif,1.462397997898956
mp-556194.cif,1.2041199826559248
mp-5566.cif,1.3979400086720377
mp-556961.cif,1.4913616938342726
mp-558518.cif,1.3222192947339193
mp-558781.cif,1.8573324964312685
mp-559.cif,1.7481880270062005
mp-559998.cif,1.919078092376074
mp-561751.cif,1.414973347970818
mp-567220.cif,1.845098040014257
mp-567412.cif,1.6434526764861874
mp-567629.cif,0.8450980400142568
mp-568337.cif,1.5440680443502757
mp-568371.cif,1.8864907251724818
mp-568469.cif,1.6334684555795864
mp-569298.cif,1.6720978579357175
mp-569364.cif,2.1818435879447726
mp-569775.cif,1.806179973983887
mp-570198.cif,1.3617278360175928
mp-570784.cif,2.1931245983544616
mp-570811.cif,1.0
mp-571059.cif,1.2787536009528289
mp-571310.cif,1.255272505103306
mp-571467.cif,1.0791812460476249
mp-572.cif,1.255272505103306
mp-573316.cif,1.0791812460476249
mp-580.cif,2.1583624920952498
mp-601842.cif,1.9867717342662448
mp-620290.cif,1.7323937598229686
mp-625487.cif,1.4313637641589874
mp-636334.cif,1.7403626894942439
mp-643264.cif,1.591064607026499
mp-647557.cif,1.792391689498254
mp-6521.cif,1.7481880270062005
mp-672195.cif,1.6434526764861874
mp-676.cif,1.3424226808222062
mp-691.cif,1.1760912590556813
mp-696114.cif,0.6020599913279624
mp-7003.cif,1.7160033436347992
mp-7006.cif,1.9084850188786497
mp-7027.cif,1.792391689498254
mp-7140.cif,2.2671717284030137
mp-7188.cif,2.1522883443830563
mp-723.cif,2.1398790864012365
mp-7275.cif,1.5314789170422551
mp-733.cif,1.4471580313422192
mp-7473.cif,1.662757831681574
mp-75.cif,1.3010299956639813
mp-753181.cif,1.6334684555795864
mp-753946.cif,1.6720978579357175
mp-754349.cif,1.6989700043360187
mp-754537.cif,1.7075701760979363
mp-754808.cif,1.8750612633917
mp-7557.cif,1.919078092376074
mp-756490.cif,1.4313637641589874
mp-7576.cif,2.0644579892269186
mp-7596.cif,2.037426497940624
mp-7608.cif,1.6434526764861874
mp-774092.cif,1.2304489213782739
mp-775907.cif,1.7993405494535817
mp-776490.cif,2.1583624920952498
mp-7819.cif,1.568201724066995
mp-7879.cif,1.4771212547196624
mp-7948.cif,1.968482948553935
mp-8044.cif,2.173186268412274
mp-8125.cif,1.7853298350107671
mp-820.cif,1.1139433523068367
mp-8249.cif,0.8450980400142568
mp-8282.cif,2.0681858617461617
mp-8452.cif,1.380211241711606
mp-8481.cif,1.568201724066995
mp-862364.cif,1.845098040014257
mp-862620.cif,2.255272505103306
mp-862745.cif,1.0791812460476249
mp-862790.cif,2.0043213737826426
mp-863676.cif,1.3010299956639813
mp-863717.cif,1.4313637641589874
mp-864892.cif,0.9542425094393249
mp-864896.cif,1.8388490907372552
mp-864920.cif,1.505149978319906
mp-864952.cif,1.3617278360175928
mp-864971.cif,2.0530784434834195
mp-865138.cif,1.9395192526186185
mp-865854.cif,1.3424226808222062
mp-865868.cif,1.662757831681574
mp-865925.cif,1.6901960800285136
mp-866069.cif,1.7634279935629373
mp-866152.cif,2.0086001717619175
mp-866161.cif,2.103803720955957
mp-867149.cif,1.3424226808222062
mp-867840.cif,1.9493900066449128
mp-8732.cif,1.414973347970818
mp-877.cif,1.4313637641589874
mp-900.cif,1.462397997898956
mp-924129.cif,1.863322860120456
mp-9549.cif,1.724275869600789
mp-9577.cif,1.5440680443502757
mp-961649.cif,1.8808135922807914
mp-972530.cif,1.3222192947339193
mp-972884.cif,1.5314789170422551
mp-973561.cif,0.6989700043360189
mp-973622.cif,0.6989700043360189
mp-973653.cif,1.4771212547196624
mp-973983.cif,1.6020599913279623
mp-974517.cif,1.3010299956639813
mp-975044.cif,1.845098040014257
mp-975190.cif,1.8325089127062364
mp-975640.cif,1.6812412373755872
mp-975868.cif,1.255272505103306
mp-976419.cif,1.4471580313422192
mp-977404.cif,1.3222192947339193
mp-977549.cif,1.9344984512435677
mp-977586.cif,1.5797835966168101
mp-978256.cif,1.5185139398778875
mp-978545.cif,1.2787536009528289
mp-978918.cif,1.505149978319906
mp-979026.cif,1.414973347970818
mp-979715.cif,1.568201724066995
mp-980001.cif,1.146128035678238
mp-981207.cif,1.5797835966168101
mp-9827.cif,0.6989700043360189
mp-984049.cif,1.414973347970818
mp-989533.cif,1.6020599913279623
mp-9988.cif,1.9867717342662448
